,text
14021,"studio use color pictur advertise/sel b & w movi ? $ $ $ $ $ $ . fals advertis , happen time . valley black , white grey , dollar rake green ."
14022,rainbow brite movi ? ? when one come there two ? ? ? thank . review love rainbow brite ! !
14023,"great period piec honki tonk louisiana . bronson , cool , tough , great shape . good fight scene . special memori watch movi mountain colorado first came ."
14024,fright night movi review love movi ! play perfectli enjoy watch much ! classic ! definit buy movi seller . thank ! cate
14025,thought final cut would extra scene ad film & extra dvd video clip . otherwis classic 80 sci-fi movi .
14026,`` rent '' movi 'd caught middl broadcast show . less satisfi view fact wholli predict .
14027,"sweet sweet movi . funni , hilari time , touch . perfect cast . rom-com best . timeless ."
14028,kind slow expect .... know better pick movi wife overheard caf group old ladi !
14029,"although matt helm jame bond ca n't help smile dean 's antic . critic dislik seri , n't treat movi serious , lot fun ."
14030,depress movi kostner die end . feel rip ! ! absolut payoff watch movi . would 've great movi except end .
14031,"smart , witti script . julia robert lead brilliant support cast actual make show work ."
14032,"love ghost stori anoth great one , level ghost stori , also order . pleas !"
14033,soon got bore whole thing . n't wast time one . date today 's standard .
14034,"'s movi simpl messag america could realli use today , 've lost way apart godli pricipl ."
14035,"retro . still speak heart american human . enjoy , relax bit shock . love ."
14036,"love , love , love cd . song america favorit . rememb movi fondli cd great ."
14037,"'s movi watch enjoy everi time . 's funni , smart move . love ."
14038,"purchas christma gift , qualiti item great shape receiv time fashion , view yet know qualiti actual dvd ."
14039,one best movi time ! love movi version offer view color black white !
14040,watch laugh silli movi . mayb scan real quick . much stori .
14041,job time . wel buy form sametim . wich dvd ps3 dvdplay .
14042,good movi . one old classic collect . even though herbert marshal bit time alway enjoy perform movi good one .
14043,"hard believ peopl consid kind classic . terribl , even earli 's standard . five minut realli bad stori tell minut mindless drivel ."
14044,get complet set . worst . step kind rule set first movi . much better 3rd 4th .
14045,good movi view . got view heat night first .
14046,got watch soon got love blu ray came great realli enjoy good movi
14047,film beat sens humour . unfortun .
14048,"awesom movi , like rememb child . scratch voic video problem . good work ."
14049,know want write review sooner forget movi better thank .
14050,fun silli . star young cute . reason michael keaton star .
14051,"jason/friday 13th fan , sinc kid . adult still love film . first one saw theatr , teen . jason rule tina cool"
14052,"seri fantast watch . start , stop watch . seri extend year ."
14053,"time , pretti good movi . storylin predict . john candi nice job , rest pretti forgett ."
14054,"good jewish histori jerusalem ; mostli christian standpoint . narrar kind irrit , ridicul histor depict . way better ."
14055,"bottom line : plot speak , daze confus live ( die ) charm affabl charact ; 's terribl good film , larg enjoy featur nice comic moment ."
14056,could sit . want see movi uuugghh ! ! ! chemistri san neeil salli ! neeil appeal !
14057,like movi . sure outdat humor releas long ago .
14058,earlier work better ! still ok . hustler best . cat hot tin roof also one best .
14059,realli greatest movi nice see oldi . enjoy differ time period sensibl older movi . scene one .
14060,good arnold movi . humor wild stori idea . lot cool stunt action . 're arnold fan 'll like movi .
14061,"realli enjoy movi ! funni , sad , sure origin . like much , bought dvd coupl year ago . great kid adult , 'll realli enjoy !"
14062,"bought knew classic prequel color money , love . classic may , think color money lot better ."
14063,bob hoskin realli stand star film . uniqu film live action anim
14064,realli funni . good stori line good famili film fun watch well decent hockey footag
14065,'s sure classic . jodi foster ( claric ) excel - anthoni hopkin ( hannib lecter ) scare dead peopl . cast great .
14066,"film make low-brow comedi look sophist , wo n't abl help laugh ( least groa , aim pun anyway ) . 're mood realli dumb humor , pretti funni ."
14067,"classic great movi . seen , need add privat cololect ."
14068,great old movi . blu-ray pictur qualiti better regular dvd qualiti . compar old dvd one n't notic differ watch inch plasma televis .
14069,"first french film cocteau ever saw . photograpi subpurb , act also . classic ."
14070,"classic western . jame coburn standout usual . kri kristofferson hone craft point career . overlook bob dylan role , realli enjoy movi ."
14071,movi drama relat one situat anoth . end movi kind weird mayb anoth movi continu .
14072,"overal good product . suppos well . complaint , show time , good qualiti , packag suffici ."
14073,full action humor along way . would want watch movi ?
14074,"oprah ! oprah ! saw first came , still get , power . amaz stori ."
14075,"movi n't alter true stori bibl good , one littl ."
14076,prefer sitcom cast cast found movi . qualiti terribl could n't stand actor .
14077,pleas waist money ridicul terribl film . warn . movi bad challeng watch entireti .
14078,"nice younger children . hous none , visit like watch . littl one like pictur , anim , color ."
14079,seen movi time enjoy everi time watch .
14080,good role pacino ... even rais level act keanu reev . interest situat play devil 'good ' guy .
14081,"heaven 's sake , check region 're . wo n't play ntsb player ."
14082,"move partli boy bird fright , 'd say movi fright . blasphem book , n't even great ."
14083,play dvd blu ray player . said regist . mean foreign film .... disappoint .
14084,"littl use woddi harrelson , person , keifer sutherland profound on-screen chemistri made movi one great escap real life . wish would sequel ."
14085,hear impair . reli close caption . caption sinc . prevent enjoy
14086,bring good valu live live late !
14087,"alway love movi ! southern girl , phrase genuflect realli hit home ."
14088,alway place heart first `` adult '' film . watch grandfath serv patton 's 3rd armi mp . said patton much higher voic georg c. scott .
14089,wrote review reject noth good say .
14090,"bad film , wast talent lugosi . film obvious low budget ( one univers ? ) , scene dark . better film killer bat ( a.k.a devil bat ) ."
14091,"dinosaur cartoon like stori got bore quick . expect someth like lost world , dissapoint ."
14092,sorri found terribl bore . watch minut mayb less . fell asleep .
14093,"wow , bad movi . plot competit act product qualiti wors"
14094,"usual like origin better remak , like remak better ( one steve martin & goldi hawn ) one n't bad either , funni ."
14095,hottti love movi ! ! ! ! movi one favorit ! ! ! ! ! would must def . recommend buy movi dvd sure ! ! demi moor sexi goddess ! ! ! !
14096,"n't care movi much , hard follow . maybe nake women `` distract '' follow % -sometin ' kool"
14097,'ve seen better work direct edit movi high school student . bomb . would n't put name bet . total wast money .
14098,"cute woman like movi film . sexi babe . right look . save world , `` think '' glad got ."
14099,"allow georg hamilton part film enough downgrad 1-star ! potenti , yet unreal brillianc movi repres ! appar time wrap , coppola complet move wine busi ......."
14100,"whenev see jame stewart anywher , n't think 's movi left mark world entertain , art , act , stori . ca n't go wrong jame stewart ."
14101,"movi brought back pleasant childhood memori around christma time . 'm glad watch year . color version beauti look , especi red coat wooden soldier ."
14102,alway enjoy book like movi . classic alway interest .
14103,"interest rememb , get lot better toward middl film . would buy . last min classic ."
14104,movi load big star 70 heavili edit version agatha christi origin . fun watch good later bbc product tv .
